StoreNo,Month,Revenue Type,Revenue Motion,Product Category,Motion,  Revenue  
30707619,Aug-17,Actuals,Recurring,Service Products,Low Pot,2536
30707619,Aug-17,Actuals,Recurring,Product Orange,Low Pot,2602
30707619,Sep-17,Actuals,Recurring,Service Licenses,Low Pot,1446
30707619,Sep-17,Actuals,Recurring,Service Products,Low Pot,6819
30707619,Sep-17,Actuals,Recurring,Product Green,Low Pot,33
30707619,Sep-17,Actuals,Recurring,Support Blue,Low Pot,9
30707619,Sep-17,Actuals,Recurring,Service Products,Low Pot,2485
30707619,Sep-17,Actuals,Recurring,Product Orange,Low Pot,3268
30707619,Oct-17,Actuals,Recurring,Service Licenses,Low Pot,1372
30707619,Oct-17,Actuals,Recurring,Service Products,Low Pot,10243
30707619,Oct-17,Actuals,Recurring,Product Green,Low Pot,33
30707619,Oct-17,Actuals,Recurring,Support Blue,Low Pot,34
30707619,Oct-17,Actuals,Recurring,Service Products,Low Pot,2538
30707619,Oct-17,Actuals,Recurring,Product Orange,Low Pot,3905
30707619,Nov-17,Actuals,Recurring,Service Licenses,Low Pot,2368
30707619,Nov-17,Actuals,Recurring,Service Products,Low Pot,10812
30707619,Nov-17,Actuals,Recurring,Product Green,Low Pot,33
30707619,Nov-17,Actuals,Recurring,Support Blue,Low Pot,116
30707619,Nov-17,Actuals,Recurring,Service Products,Low Pot,2577
30707619,Nov-17,Actuals,Recurring,Product Orange,Low Pot,6159
30707619,Dec-17,Actuals,Recurring,Service Licenses,Low Pot,2924
30707619,Dec-17,Actuals,Recurring,Service Products,Low Pot,10674
30707619,Dec-17,Actuals,Recurring,Product Green,Low Pot,33
30707619,Dec-17,Actuals,Recurring,Support Blue,Low Pot,116
30707619,Dec-17,Actuals,Recurring,Service Products,Low Pot,2703
30707619,Dec-17,Actuals,Recurring,Product Orange,Low Pot,5725
30707619,Jan-18,Actuals,Recurring,Service Licenses,Low Pot,2925
30707619,Jan-18,Actuals,Recurring,Service Products,Low Pot,11923
30707619,Jan-18,Actuals,Recurring,Product Green,Low Pot,33
30707619,Jan-18,Actuals,Recurring,Support Blue,Low Pot,119
30707619,Jan-18,Actuals,Recurring,Service Products,Low Pot,2556
30707619,Jan-18,Actuals,Recurring,Product Orange,Low Pot,5248
30707619,Feb-18,Actuals,Recurring,Service Licenses,Low Pot,3243
30707619,Feb-18,Actuals,Recurring,Service Products,Low Pot,14307
30707619,Feb-18,Actuals,Recurring,Product Green,Low Pot,435
30707619,Feb-18,Actuals,Recurring,Support Blue,Low Pot,111
30707619,Feb-18,Actuals,Recurring,Service Products,Low Pot,3186
30707619,Feb-18,Actuals,Recurring,Product Orange,Low Pot,6014
30707619,Mar-18,Actuals,Recurring,Service Licenses,Low Pot,3541
30707619,Mar-18,Actuals,Recurring,Service Products,Low Pot,20347
30707619,Mar-18,Actuals,Recurring,Product Green,Low Pot,315
30707619,Mar-18,Actuals,Recurring,Support Blue,Low Pot,123
30707619,Mar-18,Actuals,Recurring,Service Licenses,Low Pot,445
30707619,Mar-18,Actuals,Recurring,Service Products,Low Pot,3549
30707619,Mar-18,Actuals,Recurring,Product Orange,Low Pot,7040
30707619,Apr-18,Actuals,Recurring,Service Licenses,Low Pot,3182
30707619,Apr-18,Actuals,Recurring,Service Products,Low Pot,18049
30707619,Apr-18,Actuals,Recurring,Product Green,Low Pot,315
30707619,Apr-18,Actuals,Recurring,Support Blue,Low Pot,213
30707619,Apr-18,Actuals,Recurring,Service Products,Low Pot,3418
30707619,Apr-18,Actuals,Recurring,Product Orange,Low Pot,7152
30707619,May-18,Actuals,Recurring,Service Licenses,Low Pot,3216
30707619,May-18,Actuals,Recurring,Service Products,Low Pot,24165
30707619,May-18,Actuals,Recurring,Product Green,Low Pot,318
30707619,May-18,Actuals,Recurring,Support Blue,Low Pot,348
30707619,May-18,Actuals,Recurring,Service Licenses,Low Pot,166
30707619,May-18,Actuals,Recurring,Service Products,Low Pot,3564
30707619,May-18,Actuals,Recurring,Product Orange,Low Pot,8091
30707619,Jun-18,Actuals,Recurring,Service Licenses,Low Pot,2950
30707619,Jun-18,Actuals,Recurring,Service Products,Low Pot,22473
30707619,Jun-18,Actuals,Recurring,Product Green,Low Pot,320
30707619,Jun-18,Actuals,Recurring,Support Blue,Low Pot,248
30707619,Jun-18,Actuals,Recurring,Service Licenses,Low Pot,200
30707619,Jun-18,Actuals,Recurring,Service Products,Low Pot,3406
30707619,Jun-18,Actuals,Recurring,Product Orange,Low Pot,9512
30707619,Jul-18,Actuals,Recurring,Service Licenses,Low Pot,2652
30707619,Jul-18,Actuals,Recurring,Service Products,Low Pot,20429
30707619,Jul-18,Actuals,Recurring,Product Green,Low Pot,336
30707619,Jul-18,Actuals,Recurring,Support Blue,Low Pot,235
30707619,Jul-18,Actuals,Recurring,Service Licenses,Low Pot,44
30707619,Jul-18,Actuals,Recurring,Service Products,Low Pot,3496
30707619,Jul-18,Actuals,Recurring,Product Orange,Low Pot,10649
30707619,Aug-18,Actuals,Recurring,Service Licenses,Low Pot,2257
30707619,Aug-18,Actuals,Recurring,Service Products,Low Pot,31558
30707619,Aug-18,Actuals,Recurring,Product Green,Low Pot,360
30707619,Aug-18,Actuals,Recurring,Support Blue,Low Pot,176
30707619,Aug-18,Actuals,Recurring,Service Licenses,Low Pot,74
30707619,Aug-18,Actuals,Recurring,Service Products,Low Pot,3374
30707619,Aug-18,Actuals,Recurring,Product Orange,Low Pot,9823
30707619,Sep-18,Actuals,Recurring,Service Licenses,Low Pot,1771
30707619,Sep-18,Actuals,Recurring,Service Products,Low Pot,29666
30707619,Sep-18,Actuals,Recurring,Product Green,Low Pot,363
30707619,Sep-18,Actuals,Recurring,Support Blue,Low Pot,118
30707619,Sep-18,Actuals,Recurring,Service Licenses,Low Pot,202
30707619,Sep-18,Actuals,Recurring,Service Products,Low Pot,3357
30707619,Sep-18,Actuals,Recurring,Product Orange,Low Pot,8275
30707619,Oct-18,Actuals,Recurring,Service Licenses,Low Pot,2411
30707619,Oct-18,Actuals,Recurring,Service Products,Low Pot,24722
30707619,Oct-18,Actuals,Recurring,Product Green,Low Pot,268
30707619,Oct-18,Actuals,Recurring,Support Blue,Low Pot,122
30707619,Oct-18,Actuals,Recurring,Service Products,Low Pot,3515
30707619,Oct-18,Actuals,Recurring,Product Orange,Low Pot,7422
30707619,Nov-18,Registration Fee,Not Recurring,Support Yellow,Low Pot,5539
30707619,Nov-18,Actuals,Recurring,Service Licenses,Low Pot,2447
30707619,Nov-18,Actuals,Recurring,Service Products,Low Pot,27978
30707619,Nov-18,Actuals,Recurring,Product Green,Low Pot,279
30707619,Nov-18,Actuals,Recurring,Support Blue,Low Pot,118
30707619,Nov-18,Actuals,Recurring,Service Products,Low Pot,3415
30707619,Nov-18,Actuals,Recurring,Product Orange,Low Pot,9290
30707619,Dec-18,Actuals,Recurring,Service Licenses,Low Pot,3606
30707619,Dec-18,Actuals,Recurring,Service Products,Low Pot,33458
30707619,Dec-18,Actuals,Recurring,Product Green,Low Pot,313
30707619,Dec-18,Actuals,Recurring,Support Blue,Low Pot,120
30707619,Dec-18,Actuals,Recurring,Service Licenses,Low Pot,8
30707619,Dec-18,Actuals,Recurring,Service Products,Low Pot,3466
30707619,Dec-18,Actuals,Recurring,Product Orange,Low Pot,11979
30707619,Jan-19,Actuals,Recurring,Service Licenses,Low Pot,3709
30707619,Jan-19,Actuals,Recurring,Service Products,Low Pot,39768
30707619,Jan-19,Actuals,Recurring,Product Green,Low Pot,317
30707619,Jan-19,Actuals,Recurring,Support Blue,Low Pot,122
30707619,Jan-19,Actuals,Recurring,Service Licenses,Low Pot,149
30707619,Jan-19,Actuals,Recurring,Service Products,Low Pot,3550
30707619,Jan-19,Actuals,Recurring,Product Orange,Low Pot,11001
32222619,Jul-17,Actuals,Recurring,Service Licenses,Low Pot,68
32222619,Jul-17,Actuals,Recurring,Service Products,Low Pot,1075
32222619,Jul-17,Actuals,Recurring,Service Products,Low Pot,285
32222619,Jul-17,Actuals,Recurring,Product Orange,Low Pot,110
32222619,Aug-17,Actuals,Recurring,Service Licenses,Low Pot,68
32222619,Aug-17,Actuals,Recurring,Service Products,Low Pot,1207
32222619,Aug-17,Actuals,Recurring,Service Products,Low Pot,351
32222619,Aug-17,Actuals,Recurring,Product Orange,Low Pot,96
32222619,Sep-17,Actuals,Recurring,Service Licenses,Low Pot,68
32222619,Sep-17,Actuals,Recurring,Service Products,Low Pot,1350
32222619,Sep-17,Actuals,Recurring,Service Products,Low Pot,559
32222619,Sep-17,Actuals,Recurring,Product Orange,Low Pot,94
32222619,Oct-17,Actuals,Recurring,Service Licenses,Low Pot,68
32222619,Oct-17,Actuals,Recurring,Service Products,Low Pot,1568
32222619,Oct-17,Actuals,Recurring,Service Products,Low Pot,729
32222619,Oct-17,Actuals,Recurring,Product Orange,Low Pot,96
32222619,Nov-17,Actuals,Recurring,Service Licenses,Low Pot,70
32222619,Nov-17,Actuals,Recurring,Service Products,Low Pot,1096
32222619,Nov-17,Actuals,Recurring,Service Products,Low Pot,585
32222619,Nov-17,Actuals,Recurring,Product Orange,Low Pot,94
32222619,Dec-17,Actuals,Recurring,Service Licenses,Low Pot,72
32222619,Dec-17,Actuals,Recurring,Service Products,Low Pot,1118
32222619,Dec-17,Actuals,Recurring,Service Products,Low Pot,578
32222619,Dec-17,Actuals,Recurring,Product Orange,Low Pot,97
32222619,Jan-18,Actuals,Recurring,Service Licenses,Low Pot,72
32222619,Jan-18,Actuals,Recurring,Service Products,Low Pot,1428
32222619,Jan-18,Actuals,Recurring,Service Products,Low Pot,511
32222619,Jan-18,Actuals,Recurring,Product Orange,Low Pot,97
32222619,Feb-18,Actuals,Recurring,Service Licenses,Low Pot,79
