StoreNo,Month,Revenue Type,Revenue Motion,Product Category,Motion,  Revenue  
89292520,Sep-18,Actuals,Recurring,Service Licenses,Low Pot,380
89292520,Sep-18,Actuals,Recurring,Service Products,Low Pot,399
89292520,Sep-18,Actuals,Recurring,Product Orange,Low Pot,641
89292520,Oct-18,Actuals,Recurring,Service Licenses,Low Pot,398
89292520,Oct-18,Actuals,Recurring,Service Products,Low Pot,433
89292520,Oct-18,Actuals,Recurring,Product Orange,Low Pot,523
89292520,Nov-18,Actuals,Recurring,Service Licenses,Low Pot,381
89292520,Nov-18,Actuals,Recurring,Service Products,Low Pot,401
89292520,Nov-18,Actuals,Recurring,Product Orange,Low Pot,405
89292520,Dec-18,Actuals,Recurring,Service Licenses,Low Pot,487
89292520,Dec-18,Actuals,Recurring,Service Products,Low Pot,418
89292520,Dec-18,Actuals,Recurring,Product Orange,Low Pot,563
89292520,Jan-19,Actuals,Recurring,Service Licenses,Low Pot,484
89292520,Jan-19,Actuals,Recurring,Service Products,Low Pot,424
89292520,Jan-19,Actuals,Recurring,Product Orange,Low Pot,400
12727521,Jul-17,Actuals,Recurring,Service Licenses,High Potential,92
12727521,Jul-17,Actuals,Recurring,Service Products,High Potential,1147
12727521,Aug-17,Actuals,Recurring,Service Licenses,High Potential,111
12727521,Aug-17,Actuals,Recurring,Service Products,High Potential,2602
12727521,Sep-17,Actuals,Recurring,Service Licenses,High Potential,275
12727521,Sep-17,Actuals,Recurring,Service Products,High Potential,2733
12727521,Sep-17,Actuals,Recurring,Support Blue,High Potential,13
12727521,Sep-17,Actuals,Recurring,Service Products,High Potential,1
12727521,Sep-17,Actuals,Recurring,Product Orange,High Potential,131
12727521,Oct-17,Actuals,Recurring,Service Licenses,High Potential,822
12727521,Oct-17,Actuals,Recurring,Service Products,High Potential,4590
12727521,Oct-17,Actuals,Recurring,Support Blue,High Potential,3
12727521,Oct-17,Actuals,Recurring,Service Products,High Potential,8
12727521,Oct-17,Actuals,Recurring,Product Orange,High Potential,156
12727521,Nov-17,Actuals,Recurring,Service Licenses,High Potential,1083
12727521,Nov-17,Actuals,Recurring,Service Products,High Potential,6563
12727521,Nov-17,Actuals,Recurring,Support Blue,High Potential,13
12727521,Nov-17,Actuals,Recurring,Service Products,High Potential,655
12727521,Nov-17,Actuals,Recurring,Product Orange,High Potential,187
12727521,Dec-17,Actuals,Recurring,Service Licenses,High Potential,4254
12727521,Dec-17,Actuals,Recurring,Service Products,High Potential,12046
12727521,Dec-17,Actuals,Recurring,Product Green,High Potential,106
12727521,Dec-17,Actuals,Recurring,Support Blue,High Potential,23
12727521,Dec-17,Actuals,Recurring,Service Products,High Potential,677
12727521,Dec-17,Actuals,Recurring,Product Orange,High Potential,1577
12727521,Jan-18,Actuals,Recurring,Service Licenses,High Potential,6421
12727521,Jan-18,Actuals,Recurring,Service Products,High Potential,14650
12727521,Jan-18,Actuals,Recurring,Product Green,High Potential,92
12727521,Jan-18,Actuals,Recurring,Support Blue,High Potential,34
12727521,Jan-18,Actuals,Recurring,Service Products,High Potential,509
12727521,Jan-18,Actuals,Recurring,Product Orange,High Potential,5386
12727521,Feb-18,Actuals,Recurring,Service Licenses,High Potential,9668
12727521,Feb-18,Actuals,Recurring,Service Products,High Potential,23679
12727521,Feb-18,Actuals,Recurring,Product Green,High Potential,115
12727521,Feb-18,Actuals,Recurring,Support Blue,High Potential,839
12727521,Feb-18,Actuals,Recurring,Service Products,High Potential,750
12727521,Feb-18,Actuals,Recurring,Product Orange,High Potential,4433
12727521,Mar-18,Actuals,Recurring,Service Licenses,High Potential,10499
12727521,Mar-18,Actuals,Recurring,Service Products,High Potential,62954
12727521,Mar-18,Actuals,Recurring,Product Green,High Potential,201
12727521,Mar-18,Actuals,Recurring,Support Blue,High Potential,1894
12727521,Mar-18,Actuals,Recurring,Service Products,High Potential,8955
12727521,Mar-18,Actuals,Recurring,Product Orange,High Potential,3860
12727521,Apr-18,Actuals,Recurring,Service Licenses,High Potential,10304
12727521,Apr-18,Actuals,Recurring,Service Products,High Potential,70776
12727521,Apr-18,Actuals,Recurring,Product Green,High Potential,153
12727521,Apr-18,Actuals,Recurring,Support Blue,High Potential,811
12727521,Apr-18,Actuals,Recurring,Service Products,High Potential,10106
12727521,Apr-18,Actuals,Recurring,Product Orange,High Potential,3968
12727521,May-18,Registration Fee,Not Recurring,Support Yellow,High Potential,10634
12727521,May-18,Actuals,Recurring,Service Licenses,High Potential,12496
12727521,May-18,Actuals,Recurring,Service Products,High Potential,85943
12727521,May-18,Actuals,Recurring,Product Green,High Potential,161
12727521,May-18,Actuals,Recurring,Support Blue,High Potential,863
12727521,May-18,Actuals,Recurring,Service Products,High Potential,12461
12727521,May-18,Actuals,Recurring,Product Orange,High Potential,4104
12727521,Jun-18,Actuals,Recurring,Service Licenses,High Potential,12078
12727521,Jun-18,Actuals,Recurring,Service Products,High Potential,81621
12727521,Jun-18,Actuals,Recurring,Product Green,High Potential,161
12727521,Jun-18,Actuals,Recurring,Support Blue,High Potential,829
12727521,Jun-18,Actuals,Recurring,Service Products,High Potential,11283
12727521,Jun-18,Actuals,Recurring,Product Orange,High Potential,4105
12727521,Jul-18,Actuals,Recurring,Service Licenses,High Potential,11412
12727521,Jul-18,Actuals,Recurring,Service Products,High Potential,88141
12727521,Jul-18,Actuals,Recurring,Product Green,High Potential,161
12727521,Jul-18,Actuals,Recurring,Support Blue,High Potential,917
12727521,Jul-18,Actuals,Recurring,Service Products,High Potential,12425
12727521,Jul-18,Actuals,Recurring,Product Orange,High Potential,3967
12727521,Jul-18,Other,Not Recurring,Support Yellow,High Potential,1878
12727521,Aug-18,Actuals,Recurring,Service Licenses,High Potential,12435
12727521,Aug-18,Actuals,Recurring,Service Products,High Potential,100923
12727521,Aug-18,Actuals,Recurring,Product Green,High Potential,161
12727521,Aug-18,Actuals,Recurring,Support Blue,High Potential,825
12727521,Aug-18,Actuals,Recurring,Service Products,High Potential,12968
12727521,Aug-18,Actuals,Recurring,Product Orange,High Potential,4856
12727521,Aug-18,Other,Not Recurring,Support Yellow,High Potential,1455
12727521,Sep-18,Actuals,Recurring,Service Licenses,High Potential,12080
12727521,Sep-18,Actuals,Recurring,Service Products,High Potential,116361
12727521,Sep-18,Actuals,Recurring,Product Green,High Potential,166
12727521,Sep-18,Actuals,Recurring,Support Blue,High Potential,793
12727521,Sep-18,Actuals,Recurring,Service Products,High Potential,10929
12727521,Sep-18,Actuals,Recurring,Product Orange,High Potential,4309
12727521,Sep-18,Other,Not Recurring,Support Yellow,High Potential,1408
12727521,Oct-18,Actuals,Recurring,Service Licenses,High Potential,12821
12727521,Oct-18,Actuals,Recurring,Service Products,High Potential,152042
12727521,Oct-18,Actuals,Recurring,Product Green,High Potential,303
12727521,Oct-18,Actuals,Recurring,Support Blue,High Potential,929
12727521,Oct-18,Actuals,Recurring,Service Products,High Potential,13816
12727521,Oct-18,Actuals,Recurring,Product Orange,High Potential,11168
12727521,Oct-18,Other,Not Recurring,Support Yellow,High Potential,1454
12727521,Nov-18,Registration Fee,Not Recurring,Support Yellow,High Potential,7118
12727521,Nov-18,Actuals,Recurring,Service Licenses,High Potential,13747
12727521,Nov-18,Actuals,Recurring,Service Products,High Potential,156771
12727521,Nov-18,Actuals,Recurring,Product Green,High Potential,699
12727521,Nov-18,Actuals,Recurring,Support Blue,High Potential,936
12727521,Nov-18,Actuals,Recurring,Service Products,High Potential,14290
12727521,Nov-18,Actuals,Recurring,Product Orange,High Potential,15122
12727521,Nov-18,Other,Not Recurring,Support Yellow,High Potential,1406
12727521,Dec-18,Registration Fee,Not Recurring,Support Yellow,High Potential,17936
12727521,Dec-18,Actuals,Recurring,Service Licenses,High Potential,13960
12727521,Dec-18,Actuals,Recurring,Service Products,High Potential,162404
12727521,Dec-18,Actuals,Recurring,Product Green,High Potential,967
12727521,Dec-18,Actuals,Recurring,Support Blue,High Potential,719
12727521,Dec-18,Actuals,Recurring,Service Products,High Potential,13856
12727521,Dec-18,Actuals,Recurring,Product Orange,High Potential,15961
12727521,Dec-18,Other,Not Recurring,Support Yellow,High Potential,1454
12727521,Jan-19,Registration Fee,Not Recurring,Support Yellow,High Potential,142359
12727521,Jan-19,Actuals,Recurring,Service Licenses,High Potential,14343
12727521,Jan-19,Actuals,Recurring,Service Products,High Potential,170824
12727521,Jan-19,Actuals,Recurring,Product Green,High Potential,1164
12727521,Jan-19,Actuals,Recurring,Support Blue,High Potential,1211
12727521,Jan-19,Actuals,Recurring,Service Products,High Potential,14450
12727521,Jan-19,Actuals,Recurring,Product Orange,High Potential,16141
12727521,Jan-19,Other,Not Recurring,Support Yellow,High Potential,1455
12929521,Jul-17,Actuals,Recurring,Service Licenses,High Potential,4217
12929521,Jul-17,Actuals,Recurring,Service Products,High Potential,16875
12929521,Jul-17,Actuals,Recurring,Product Green,High Potential,1
12929521,Jul-17,Actuals,Recurring,Support Blue,High Potential,1
12929521,Jul-17,Actuals,Recurring,Service Products,High Potential,8262
12929521,Jul-17,Actuals,Recurring,Product Orange,High Potential,661
12929521,Aug-17,Partner Fee,Not Recurring,Support Yellow,High Potential,24655
12929521,Aug-17,Actuals,Recurring,Service Licenses,High Potential,4241
12929521,Aug-17,Actuals,Recurring,Service Products,High Potential,17598
12929521,Aug-17,Actuals,Recurring,Product Green,High Potential,1
12929521,Aug-17,Actuals,Recurring,Service Products,High Potential,8179
12929521,Aug-17,Actuals,Recurring,Product Orange,High Potential,807
12929521,Sep-17,Partner Fee,Not Recurring,Support Yellow,High Potential,22008
12929521,Sep-17,Actuals,Recurring,Service Licenses,High Potential,4107
12929521,Sep-17,Actuals,Recurring,Service Products,High Potential,19855
12929521,Sep-17,Actuals,Recurring,Product Green,High Potential,1
12929521,Sep-17,Actuals,Recurring,Service Products,High Potential,7938
12929521,Sep-17,Actuals,Recurring,Product Orange,High Potential,2863
12929521,Oct-17,Partner Fee,Not Recurring,Support Yellow,High Potential,21265
12929521,Oct-17,Actuals,Recurring,Service Licenses,High Potential,4604
12929521,Oct-17,Actuals,Recurring,Service Products,High Potential,26430
12929521,Oct-17,Actuals,Recurring,Product Green,High Potential,45
12929521,Oct-17,Actuals,Recurring,Support Blue,High Potential,4
12929521,Oct-17,Actuals,Recurring,Service Products,High Potential,11655
12929521,Oct-17,Actuals,Recurring,Product Orange,High Potential,5287
12929521,Nov-17,Partner Fee,Not Recurring,Support Yellow,High Potential,13107
12929521,Nov-17,Actuals,Recurring,Service Licenses,High Potential,4362
12929521,Nov-17,Actuals,Recurring,Service Products,High Potential,28336
12929521,Nov-17,Actuals,Recurring,Product Green,High Potential,86
12929521,Nov-17,Actuals,Recurring,Service Products,High Potential,11051
12929521,Nov-17,Actuals,Recurring,Product Orange,High Potential,4338
12929521,Dec-17,Partner Fee,Not Recurring,Support Yellow,High Potential,14239
12929521,Dec-17,Actuals,Recurring,Service Licenses,High Potential,4439
12929521,Dec-17,Actuals,Recurring,Service Products,High Potential,29969
12929521,Dec-17,Actuals,Recurring,Product Green,High Potential,109
12929521,Dec-17,Actuals,Recurring,Service Products,High Potential,9456
12929521,Dec-17,Actuals,Recurring,Product Orange,High Potential,4531
12929521,Jan-18,Partner Fee,Not Recurring,Support Yellow,High Potential,15019
12929521,Jan-18,Actuals,Recurring,Service Licenses,High Potential,4806
12929521,Jan-18,Actuals,Recurring,Service Products,High Potential,30248
12929521,Jan-18,Actuals,Recurring,Product Green,High Potential,110
12929521,Jan-18,Actuals,Recurring,Support Blue,High Potential,17
12929521,Jan-18,Actuals,Recurring,Service Products,High Potential,8704
12929521,Jan-18,Actuals,Recurring,Product Orange,High Potential,5465
12929521,Feb-18,Partner Fee,Not Recurring,Support Yellow,High Potential,16684
12929521,Feb-18,Actuals,Recurring,Service Licenses,High Potential,4564
12929521,Feb-18,Actuals,Recurring,Service Products,High Potential,31291
12929521,Feb-18,Actuals,Recurring,Product Green,High Potential,157
12929521,Feb-18,Actuals,Recurring,Support Blue,High Potential,96
12929521,Feb-18,Actuals,Recurring,Service Products,High Potential,6193
12929521,Feb-18,Actuals,Recurring,Product Orange,High Potential,8232
12929521,Mar-18,Registration Fee,Not Recurring,Support Yellow,High Potential,31086
12929521,Mar-18,Partner Fee,Not Recurring,Support Yellow,High Potential,17522
12929521,Mar-18,Actuals,Recurring,Service Licenses,High Potential,4926
12929521,Mar-18,Actuals,Recurring,Service Products,High Potential,41707
12929521,Mar-18,Actuals,Recurring,Product Green,High Potential,186
12929521,Mar-18,Actuals,Recurring,Support Blue,High Potential,87
12929521,Mar-18,Actuals,Recurring,Service Products,High Potential,6741
12929521,Mar-18,Actuals,Recurring,Product Orange,High Potential,12102
12929521,Apr-18,Partner Fee,Not Recurring,Support Yellow,High Potential,22069
12929521,Apr-18,Actuals,Recurring,Service Licenses,High Potential,4585
12929521,Apr-18,Actuals,Recurring,Service Products,High Potential,50702
12929521,Apr-18,Actuals,Recurring,Product Green,High Potential,194
12929521,Apr-18,Actuals,Recurring,Support Blue,High Potential,97
12929521,Apr-18,Actuals,Recurring,Service Products,High Potential,6549
12929521,Apr-18,Actuals,Recurring,Product Orange,High Potential,13329
12929521,May-18,Registration Fee,Not Recurring,Support Yellow,High Potential,3679
12929521,May-18,Partner Fee,Not Recurring,Support Yellow,High Potential,21526
12929521,May-18,Actuals,Recurring,Service Licenses,High Potential,5450
12929521,May-18,Actuals,Recurring,Service Products,High Potential,53028
12929521,May-18,Actuals,Recurring,Product Green,High Potential,213
12929521,May-18,Actuals,Recurring,Support Blue,High Potential,94
12929521,May-18,Actuals,Recurring,Service Products,High Potential,6773
12929521,May-18,Actuals,Recurring,Product Orange,High Potential,8952
12929521,Jun-18,Registration Fee,Not Recurring,Support Yellow,High Potential,65311
12929521,Jun-18,Partner Fee,Not Recurring,Support Yellow,High Potential,49103
12929521,Jun-18,Actuals,Recurring,Service Licenses,High Potential,6616
12929521,Jun-18,Actuals,Recurring,Service Products,High Potential,69409
12929521,Jun-18,Actuals,Recurring,Product Green,High Potential,221
12929521,Jun-18,Actuals,Recurring,Support Blue,High Potential,97
12929521,Jun-18,Actuals,Recurring,Service Products,High Potential,8874
12929521,Jun-18,Actuals,Recurring,Product Orange,High Potential,12309
12929521,Jul-18,Actuals,Recurring,Service Licenses,High Potential,7713
12929521,Jul-18,Actuals,Recurring,Service Products,High Potential,80604
12929521,Jul-18,Actuals,Recurring,Product Green,High Potential,220
12929521,Jul-18,Actuals,Recurring,Support Blue,High Potential,100
12929521,Jul-18,Actuals,Recurring,Service Products,High Potential,9163
12929521,Jul-18,Actuals,Recurring,Product Orange,High Potential,14427
12929521,Aug-18,Registration Fee,Not Recurring,Support Yellow,High Potential,81828
12929521,Aug-18,Actuals,Recurring,Service Licenses,High Potential,7992
12929521,Aug-18,Actuals,Recurring,Service Products,High Potential,97897
12929521,Aug-18,Actuals,Recurring,Product Green,High Potential,221
12929521,Aug-18,Actuals,Recurring,Support Blue,High Potential,97
12929521,Aug-18,Actuals,Recurring,Service Products,High Potential,9200
12929521,Aug-18,Actuals,Recurring,Product Orange,High Potential,12358
12929521,Sep-18,Registration Fee,Not Recurring,Support Yellow,High Potential,78940
12929521,Sep-18,Actuals,Recurring,Service Licenses,High Potential,7853
12929521,Sep-18,Actuals,Recurring,Service Products,High Potential,125204
12929521,Sep-18,Actuals,Recurring,Product Green,High Potential,221
12929521,Sep-18,Actuals,Recurring,Support Blue,High Potential,96
12929521,Sep-18,Actuals,Recurring,Service Products,High Potential,9278
12929521,Sep-18,Actuals,Recurring,Product Orange,High Potential,14167
12929521,Oct-18,Actuals,Recurring,Service Licenses,High Potential,8210
12929521,Oct-18,Actuals,Recurring,Service Products,High Potential,144862
12929521,Oct-18,Actuals,Recurring,Product Green,High Potential,220
12929521,Oct-18,Actuals,Recurring,Support Blue,High Potential,96
12929521,Oct-18,Actuals,Recurring,Service Products,High Potential,9212
12929521,Oct-18,Actuals,Recurring,Product Orange,High Potential,11929
12929521,Nov-18,Actuals,Recurring,Service Licenses,High Potential,8185
12929521,Nov-18,Actuals,Recurring,Service Products,High Potential,181740
12929521,Nov-18,Actuals,Recurring,Product Green,High Potential,221
12929521,Nov-18,Actuals,Recurring,Support Blue,High Potential,98
12929521,Nov-18,Actuals,Recurring,Service Products,High Potential,8945
12929521,Nov-18,Actuals,Recurring,Product Orange,High Potential,11202
12929521,Dec-18,Registration Fee,Not Recurring,Support Yellow,High Potential,29774
12929521,Dec-18,Actuals,Recurring,Service Licenses,High Potential,8600
12929521,Dec-18,Actuals,Recurring,Service Products,High Potential,216433
12929521,Dec-18,Actuals,Recurring,Product Green,High Potential,217
12929521,Dec-18,Actuals,Recurring,Support Blue,High Potential,92
12929521,Dec-18,Actuals,Recurring,Service Products,High Potential,8853
12929521,Dec-18,Actuals,Recurring,Product Orange,High Potential,10737
12929521,Jan-19,Registration Fee,Not Recurring,Support Yellow,High Potential,74028
12929521,Jan-19,Registration Fee,Not Recurring,Support Yellow,High Potential,4958
12929521,Jan-19,Actuals,Recurring,Service Licenses,High Potential,8511
12929521,Jan-19,Actuals,Recurring,Service Products,High Potential,220673
12929521,Jan-19,Actuals,Recurring,Product Green,High Potential,14
12929521,Jan-19,Actuals,Recurring,Support Blue,High Potential,87
12929521,Jan-19,Actuals,Recurring,Service Products,High Potential,8856
12929521,Jan-19,Actuals,Recurring,Product Orange,High Potential,1835
17474521,Jul-17,Actuals,Recurring,Service Licenses,Low Pot,174
17474521,Jul-17,Actuals,Recurring,Service Products,Low Pot,2519
17474521,Jul-17,Actuals,Recurring,Product Green,Low Pot,71
17474521,Jul-17,Actuals,Recurring,Service Products,Low Pot,16
17474521,Jul-17,Actuals,Recurring,Product Orange,Low Pot,668
17474521,Aug-17,Actuals,Recurring,Service Licenses,Low Pot,229
17474521,Aug-17,Actuals,Recurring,Service Products,Low Pot,2426
17474521,Aug-17,Actuals,Recurring,Product Green,Low Pot,71
17474521,Aug-17,Actuals,Recurring,Service Products,Low Pot,16
17474521,Aug-17,Actuals,Recurring,Product Orange,Low Pot,715
17474521,Sep-17,Actuals,Recurring,Service Licenses,Low Pot,221
17474521,Sep-17,Actuals,Recurring,Service Products,Low Pot,2331
17474521,Sep-17,Actuals,Recurring,Product Green,Low Pot,69
17474521,Sep-17,Actuals,Recurring,Service Products,Low Pot,15
17474521,Sep-17,Actuals,Recurring,Product Orange,Low Pot,732
17474521,Oct-17,Actuals,Recurring,Service Licenses,Low Pot,229
17474521,Oct-17,Actuals,Recurring,Service Products,Low Pot,2421
17474521,Oct-17,Actuals,Recurring,Product Green,Low Pot,71
17474521,Oct-17,Actuals,Recurring,Service Products,Low Pot,16
17474521,Oct-17,Actuals,Recurring,Product Orange,Low Pot,753
17474521,Nov-17,Actuals,Recurring,Service Licenses,Low Pot,221
17474521,Nov-17,Actuals,Recurring,Service Products,Low Pot,2355
17474521,Nov-17,Actuals,Recurring,Product Green,Low Pot,69
17474521,Nov-17,Actuals,Recurring,Service Products,Low Pot,15
17474521,Nov-17,Actuals,Recurring,Product Orange,Low Pot,726
17474521,Dec-17,Actuals,Recurring,Service Licenses,Low Pot,311
17474521,Dec-17,Actuals,Recurring,Service Products,Low Pot,2437
17474521,Dec-17,Actuals,Recurring,Product Green,Low Pot,71
17474521,Dec-17,Actuals,Recurring,Service Products,Low Pot,16
17474521,Dec-17,Actuals,Recurring,Product Orange,Low Pot,788
17474521,Jan-18,Actuals,Recurring,Service Licenses,Low Pot,384
17474521,Jan-18,Actuals,Recurring,Service Products,Low Pot,2444
17474521,Jan-18,Actuals,Recurring,Product Green,Low Pot,71
17474521,Jan-18,Actuals,Recurring,Service Products,Low Pot,16
17474521,Jan-18,Actuals,Recurring,Product Orange,Low Pot,810
17474521,Feb-18,Actuals,Recurring,Service Licenses,Low Pot,346
17474521,Feb-18,Actuals,Recurring,Service Products,Low Pot,2238
17474521,Feb-18,Actuals,Recurring,Product Green,Low Pot,65
17474521,Feb-18,Actuals,Recurring,Service Products,Low Pot,14
17474521,Feb-18,Actuals,Recurring,Product Orange,Low Pot,694
17474521,Mar-18,Actuals,Recurring,Service Licenses,Low Pot,587
17474521,Mar-18,Actuals,Recurring,Service Products,Low Pot,3615
17474521,Mar-18,Actuals,Recurring,Product Green,Low Pot,104
17474521,Mar-18,Actuals,Recurring,Service Products,Low Pot,23
17474521,Mar-18,Actuals,Recurring,Product Orange,Low Pot,1198
17474521,Apr-18,Actuals,Recurring,Service Licenses,Low Pot,584
17474521,Apr-18,Actuals,Recurring,Service Products,Low Pot,3581
17474521,Apr-18,Actuals,Recurring,Product Green,Low Pot,101
17474521,Apr-18,Actuals,Recurring,Service Products,Low Pot,22
17474521,Apr-18,Actuals,Recurring,Product Orange,Low Pot,1159
17474521,May-18,Actuals,Recurring,Service Licenses,Low Pot,662
17474521,May-18,Actuals,Recurring,Service Products,Low Pot,3937
17474521,May-18,Actuals,Recurring,Product Green,Low Pot,104
17474521,May-18,Actuals,Recurring,Service Products,Low Pot,23
17474521,May-18,Actuals,Recurring,Product Orange,Low Pot,1180
17474521,Jun-18,Actuals,Recurring,Service Licenses,Low Pot,650
17474521,Jun-18,Actuals,Recurring,Service Products,Low Pot,3843
17474521,Jun-18,Actuals,Recurring,Product Green,Low Pot,101
17474521,Jun-18,Actuals,Recurring,Service Products,Low Pot,22
17474521,Jun-18,Actuals,Recurring,Product Orange,Low Pot,1159
17474521,Jul-18,Actuals,Recurring,Service Licenses,Low Pot,891
17474521,Jul-18,Actuals,Recurring,Service Products,Low Pot,3844
17474521,Jul-18,Actuals,Recurring,Product Green,Low Pot,104
17474521,Jul-18,Actuals,Recurring,Service Products,Low Pot,23
17474521,Jul-18,Actuals,Recurring,Product Orange,Low Pot,1320
17474521,Aug-18,Actuals,Recurring,Service Licenses,Low Pot,392
17474521,Aug-18,Actuals,Recurring,Service Products,Low Pot,3708
17474521,Aug-18,Actuals,Recurring,Product Green,Low Pot,104
17474521,Aug-18,Actuals,Recurring,Service Products,Low Pot,23
17474521,Aug-18,Actuals,Recurring,Product Orange,Low Pot,1358
17474521,Sep-18,Actuals,Recurring,Service Licenses,Low Pot,603
17474521,Sep-18,Actuals,Recurring,Service Products,Low Pot,3727
17474521,Sep-18,Actuals,Recurring,Product Green,Low Pot,101
17474521,Sep-18,Actuals,Recurring,Service Products,Low Pot,22
17474521,Sep-18,Actuals,Recurring,Product Orange,Low Pot,1347
17474521,Oct-18,Actuals,Recurring,Service Licenses,Low Pot,667
17474521,Oct-18,Actuals,Recurring,Service Products,Low Pot,3521
17474521,Oct-18,Actuals,Recurring,Product Green,Low Pot,104
17474521,Oct-18,Actuals,Recurring,Service Products,Low Pot,23
17474521,Oct-18,Actuals,Recurring,Product Orange,Low Pot,1664
17474521,Nov-18,Actuals,Recurring,Service Licenses,Low Pot,733
17474521,Nov-18,Actuals,Recurring,Service Products,Low Pot,2613
17474521,Nov-18,Actuals,Recurring,Product Green,Low Pot,101
17474521,Nov-18,Actuals,Recurring,Service Products,Low Pot,22
17474521,Nov-18,Actuals,Recurring,Product Orange,Low Pot,1588
17474521,Dec-18,Actuals,Recurring,Service Licenses,Low Pot,757
17474521,Dec-18,Actuals,Recurring,Service Products,Low Pot,2762
17474521,Dec-18,Actuals,Recurring,Product Green,Low Pot,104
17474521,Dec-18,Actuals,Recurring,Service Products,Low Pot,23
17474521,Dec-18,Actuals,Recurring,Product Orange,Low Pot,1641
17474521,Jan-19,Actuals,Recurring,Service Licenses,Low Pot,757
17474521,Jan-19,Actuals,Recurring,Service Products,Low Pot,2712
17474521,Jan-19,Actuals,Recurring,Product Green,Low Pot,104
17474521,Jan-19,Actuals,Recurring,Service Products,Low Pot,23
17474521,Jan-19,Actuals,Recurring,Product Orange,Low Pot,1641
25555521,Jul-17,Actuals,Recurring,Service Licenses,High Potential,5554
25555521,Jul-17,Actuals,Recurring,Service Products,High Potential,11654
25555521,Jul-17,Actuals,Recurring,Product Green,High Potential,16
25555521,Jul-17,Actuals,Recurring,Support Blue,High Potential,90
25555521,Jul-17,Actuals,Recurring,Service Products,High Potential,29
25555521,Jul-17,Actuals,Recurring,Product Orange,High Potential,1017
25555521,Aug-17,Partner Fee,Not Recurring,Support Yellow,High Potential,101660
25555521,Aug-17,Actuals,Recurring,Service Licenses,High Potential,6672
25555521,Aug-17,Actuals,Recurring,Service Products,High Potential,10648
25555521,Aug-17,Actuals,Recurring,Product Green,High Potential,6
25555521,Aug-17,Actuals,Recurring,Support Blue,High Potential,105
25555521,Aug-17,Actuals,Recurring,Service Products,High Potential,29
25555521,Aug-17,Actuals,Recurring,Product Orange,High Potential,5213
25555521,Sep-17,Partner Fee,Not Recurring,Support Yellow,High Potential,108761
25555521,Sep-17,Actuals,Recurring,Service Licenses,High Potential,6714
25555521,Sep-17,Actuals,Recurring,Service Products,High Potential,10328
25555521,Sep-17,Actuals,Recurring,Product Green,High Potential,141
25555521,Sep-17,Actuals,Recurring,Support Blue,High Potential,84
25555521,Sep-17,Actuals,Recurring,Service Products,High Potential,28
25555521,Sep-17,Actuals,Recurring,Product Orange,High Potential,7507
25555521,Oct-17,Registration Fee,Not Recurring,Support Yellow,High Potential,57615
25555521,Oct-17,Partner Fee,Not Recurring,Support Yellow,High Potential,91912
25555521,Oct-17,Actuals,Recurring,Service Licenses,High Potential,8446
25555521,Oct-17,Actuals,Recurring,Service Products,High Potential,13138
25555521,Oct-17,Actuals,Recurring,Product Green,High Potential,150
25555521,Oct-17,Actuals,Recurring,Support Blue,High Potential,164
25555521,Oct-17,Actuals,Recurring,Service Products,High Potential,29
25555521,Oct-17,Actuals,Recurring,Product Orange,High Potential,9302
25555521,Nov-17,Partner Fee,Not Recurring,Support Yellow,High Potential,115616
25555521,Nov-17,Actuals,Recurring,Service Licenses,High Potential,11783
25555521,Nov-17,Actuals,Recurring,Service Products,High Potential,15710
25555521,Nov-17,Actuals,Recurring,Product Green,High Potential,400
25555521,Nov-17,Actuals,Recurring,Support Blue,High Potential,188
25555521,Nov-17,Actuals,Recurring,Service Products,High Potential,35
25555521,Nov-17,Actuals,Recurring,Product Orange,High Potential,8192
25555521,Dec-17,Partner Fee,Not Recurring,Support Yellow,High Potential,109465
25555521,Dec-17,Actuals,Recurring,Service Licenses,High Potential,11817
25555521,Dec-17,Actuals,Recurring,Service Products,High Potential,16262
25555521,Dec-17,Actuals,Recurring,Product Green,High Potential,478
25555521,Dec-17,Actuals,Recurring,Support Blue,High Potential,196
25555521,Dec-17,Actuals,Recurring,Service Products,High Potential,32
25555521,Dec-17,Actuals,Recurring,Product Orange,High Potential,7880
25555521,Jan-18,Partner Fee,Not Recurring,Support Yellow,High Potential,125687
25555521,Jan-18,Actuals,Recurring,Service Licenses,High Potential,12193
25555521,Jan-18,Actuals,Recurring,Service Products,High Potential,17204
25555521,Jan-18,Actuals,Recurring,Product Green,High Potential,476
25555521,Jan-18,Actuals,Recurring,Support Blue,High Potential,194
25555521,Jan-18,Actuals,Recurring,Service Products,High Potential,29
25555521,Jan-18,Actuals,Recurring,Product Orange,High Potential,8422
25555521,Feb-18,Partner Fee,Not Recurring,Support Yellow,High Potential,134951
25555521,Feb-18,Actuals,Recurring,Service Licenses,High Potential,9818
25555521,Feb-18,Actuals,Recurring,Service Products,High Potential,16892
25555521,Feb-18,Actuals,Recurring,Product Green,High Potential,509
25555521,Feb-18,Actuals,Recurring,Support Blue,High Potential,175
25555521,Feb-18,Actuals,Recurring,Service Products,High Potential,26
25555521,Feb-18,Actuals,Recurring,Product Orange,High Potential,7023
25555521,Mar-18,Partner Fee,Not Recurring,Support Yellow,High Potential,109483
25555521,Mar-18,Actuals,Recurring,Service Licenses,High Potential,10296
25555521,Mar-18,Actuals,Recurring,Service Products,High Potential,23501
